Straftat;Gemeindeschluessel;Stadt/Landkreis;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
Handtaschenraub;1001;Flensburg;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;1001;Flensburg;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;1001;Flensburg;insg.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1001;Flensburg;voll.;31;26;5;0;0;0;2;0;2;2;0;2;5;5;0;4;4;0;18;16;2;2;1;1;20;17;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1001;Flensburg;vers.;6;4;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;2;2;0;0;0;4;2;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1001;Flensburg;insg.;37;30;7;0;0;0;2;0;2;2;0;2;7;7;0;4;4;0;22;18;4;2;1;1;24;19;5
Raubüberfälle in Wohnungen;1001;Flensburg;voll.;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;7;6;1;0;0;0;7;6;1
Raubüberfälle in Wohnungen;1001;Flensburg;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Raubüberfälle in Wohnungen;1001;Flensburg;insg.;9;7;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;7;1;0;0;0;8;7;1
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1001;Flensburg;voll.;204;148;56;2;0;2;14;11;3;16;11;5;19;11;8;25;17;8;136;103;33;8;6;2;144;109;35
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1001;Flensburg;vers.;28;15;13;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;25;14;11;1;1;0;26;15;11
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1001;Flensburg;insg.;232;163;69;2;0;2;14;11;3;16;11;5;20;11;9;26;17;9;161;117;44;9;7;2;170;124;46
Vorsätzliche einfache Körperverletzung § 223 StGB;1001;Flensburg;voll.;737;442;295;5;3;2;34;18;16;39;21;18;48;34;14;74;42;32;538;318;220;38;27;11;576;345;231
Vorsätzliche einfache Körperverletzung § 223 StGB;1001;Flensburg;vers.;28;18;10;0;0;0;2;2;0;2;2;0;1;1;0;1;0;1;21;14;7;3;1;2;24;15;9
Vorsätzliche einfache Körperverletzung § 223 StGB;1001;Flensburg;insg.;765;460;305;5;3;2;36;20;16;41;23;18;49;35;14;75;42;33;559;332;227;41;28;13;600;360;240
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1001;Flensburg;voll.;76;62;14;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;73;61;12;1;1;0;74;62;12
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1001;Flensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1001;Flensburg;insg.;76;62;14;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;73;61;12;1;1;0;74;62;12
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1001;Flensburg;voll.;28;24;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;27;24;3;0;0;0;27;24;3
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1001;Flensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1001;Flensburg;insg.;28;24;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;27;24;3;0;0;0;27;24;3
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1001;Flensburg;voll.;48;38;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;46;37;9;1;1;0;47;38;9
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1001;Flensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1001;Flensburg;insg.;48;38;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;46;37;9;1;1;0;47;38;9
Gewaltkriminalität;1001;Flensburg;voll.;295;208;87;3;0;3;18;13;5;21;13;8;25;16;9;36;23;13;200;146;54;13;10;3;213;156;57
Gewaltkriminalität;1001;Flensburg;vers.;49;31;18;1;1;0;0;0;0;1;1;0;4;3;1;3;1;2;38;23;15;3;3;0;41;26;15
Gewaltkriminalität;1001;Flensburg;insg.;344;239;105;4;1;3;18;13;5;22;14;8;29;19;10;39;24;15;238;169;69;16;13;3;254;182;72
Mord Totschlag und Tötung auf Verlangen;1001;Flensburg;voll.;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mord Totschlag und Tötung auf Verlangen;1001;Flensburg;vers.;5;4;1;1;1;0;0;0;0;1;1;0;1;1;0;2;1;1;1;1;0;0;0;0;1;1;0
Mord Totschlag und Tötung auf Verlangen;1001;Flensburg;insg.;6;4;2;2;1;1;0;0;0;2;1;1;1;1;0;2;1;1;1;1;0;0;0;0;1;1;0
Straftaten insgesamt;1002;Kiel;voll.;3639;2231;1408;16;9;7;178;111;67;194;120;74;252;153;99;289;162;127;271;1684;1026;194;112;82;2904;1796;1108
Straftaten insgesamt;1002;Kiel;vers.;209;130;79;4;4;0;16;13;3;20;17;3;9;8;1;17;8;9;149;91;58;14;6;8;163;97;66
Straftaten insgesamt;1002;Kiel;insg.;3848;2361;1487;20;13;7;194;124;70;214;137;77;261;161;100;306;170;136;2859;1775;1084;208;118;90;3067;1893;1174
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1002;Kiel;voll.;32;0;32;0;0;0;0;0;0;0;0;0;6;0;6;9;0;9;17;0;17;0;0;0;17;0;17
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1002;Kiel;vers.;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;2;0;2;0;0;0;2;0;2
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1002;Kiel;insg.;37;0;37;0;0;0;0;0;0;0;0;0;6;0;6;12;0;12;19;0;19;0;0;0;19;0;19
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1002;Kiel;voll.;160;119;41;0;0;0;11;9;2;11;9;2;21;19;2;16;14;2;105;75;30;7;2;5;112;77;35
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1002;Kiel;vers.;38;25;13;0;0;0;1;1;0;1;1;0;4;4;0;6;4;2;25;14;11;2;2;0;27;16;11
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1002;Kiel;insg.;198;144;54;0;0;0;12;10;2;12;10;2;25;23;2;22;18;4;130;89;41;9;4;5;139;93;46
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1002;Kiel;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1002;Kiel;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1002;Kiel;voll.;12;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;8;0;0;0;12;4;8
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1002;Kiel;vers.;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;1;1;0;6;4;2
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1002;Kiel;insg.;18;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;10;1;1;0;18;8;10
Handtaschenraub;1002;Kiel;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Handtaschenraub;1002;Kiel;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;1002;Kiel;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1002;Kiel;voll.;77;62;15;0;0;0;10;8;2;10;8;2;18;17;1;11;10;1;34;25;9;4;2;2;38;27;11
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1002;Kiel;vers.;12;10;2;0;0;0;1;1;0;1;1;0;2;2;0;2;2;0;7;5;2;0;0;0;7;5;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1002;Kiel;insg.;89;72;17;0;0;0;11;9;2;11;9;2;20;19;1;13;12;1;41;30;11;4;2;2;45;32;13
Raubüberfälle in Wohnungen;1002;Kiel;voll.;12;9;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;10;9;1;1;0;1;11;9;2
Raubüberfälle in Wohnungen;1002;Kiel;vers.;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;1;3;0;0;0;4;1;3
Raubüberfälle in Wohnungen;1002;Kiel;insg.;17;11;6;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;14;10;4;1;0;1;15;10;5
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1002;Kiel;voll.;508;377;131;2;1;1;14;9;5;16;10;6;32;23;9;60;47;13;386;286;100;14;11;3;400;297;103
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1002;Kiel;vers.;67;50;17;3;3;0;2;2;0;5;5;0;2;2;0;3;3;0;52;39;13;5;1;4;57;40;17
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1002;Kiel;insg.;575;427;148;5;4;1;16;11;5;21;15;6;34;25;9;63;50;13;438;325;113;19;12;7;457;337;120
Vorsätzliche einfache Körperverletzung § 223 StGB;1002;Kiel;voll.;1432;867;565;5;5;0;69;48;21;74;53;21;115;73;42;96;66;30;1056;619;437;91;56;35;1147;675;472
Vorsätzliche einfache Körperverletzung § 223 StGB;1002;Kiel;vers.;65;34;31;1;1;0;4;2;2;5;3;2;1;0;1;5;1;4;48;27;21;6;3;3;54;30;24
Vorsätzliche einfache Körperverletzung § 223 StGB;1002;Kiel;insg.;1497;901;596;6;6;0;73;50;23;79;56;23;116;73;43;101;67;34;1104;646;458;97;59;38;1201;705;496
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1002;Kiel;voll.;420;321;99;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;405;312;93;3;3;0;408;315;93
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1002;Kiel;insg.;420;321;99;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;405;312;93;3;3;0;408;315;93
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1002;Kiel;voll.;148;111;37;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;143;108;35;0;0;0;143;108;35
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1002;Kiel;insg.;148;111;37;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;143;108;35;0;0;0;143;108;35
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1002;Kiel;voll.;272;210;62;0;0;0;0;0;0;0;0;0;0;0;0;7;3;4;262;204;58;3;3;0;265;207;58
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1002;Kiel;insg.;272;210;62;0;0;0;0;0;0;0;0;0;0;0;0;7;3;4;262;204;58;3;3;0;265;207;58
Gewaltkriminalität;1002;Kiel;voll.;705;500;205;2;1;1;25;18;7;27;19;8;59;42;17;85;61;24;512;365;147;22;13;9;534;378;156
Gewaltkriminalität;1002;Kiel;vers.;123;84;39;3;3;0;3;3;0;6;6;0;6;6;0;12;7;5;91;62;29;8;3;5;99;65;34
Gewaltkriminalität;1002;Kiel;insg.;828;584;244;5;4;1;28;21;7;33;25;8;65;48;17;97;68;29;603;427;176;30;16;14;633;443;190
Mord Totschlag und Tötung auf Verlangen;1002;Kiel;voll.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;0;1;4;3;1
Mord Totschlag und Tötung auf Verlangen;1002;Kiel;vers.;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;1;0;1;13;9;4
Mord Totschlag und Tötung auf Verlangen;1002;Kiel;insg.;17;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;12;3;2;0;2;17;12;5
Straftaten insgesamt;1003;Lübeck;voll.;4241;2483;1758;43;21;22;190;102;88;233;123;110;297;155;142;333;194;139;3081;1843;1238;297;168;129;3378;2011;1367
Straftaten insgesamt;1003;Lübeck;vers.;299;196;103;7;5;2;11;7;4;18;12;6;27;15;12;23;18;5;207;136;71;24;15;9;231;151;80
Straftaten insgesamt;1003;Lübeck;insg.;454;2679;1861;50;26;24;201;109;92;251;135;116;324;170;154;356;212;144;3288;1979;1309;321;183;138;3609;2162;1447
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1003;Lübeck;voll.;32;1;31;0;0;0;0;0;0;0;0;0;7;1;6;3;0;3;21;0;21;1;0;1;22;0;22
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1003;Lübeck;vers.;5;0;5;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;3;0;3;0;0;0;3;0;3
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1003;Lübeck;insg.;37;1;36;0;0;0;0;0;0;0;0;0;9;1;8;3;0;3;24;0;24;1;0;1;25;0;25
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1003;Lübeck;voll.;111;85;26;0;0;0;1;1;0;1;1;0;22;20;2;14;12;2;65;49;16;9;3;6;74;52;22
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1003;Lübeck;vers.;27;19;8;0;0;0;1;1;0;1;1;0;5;4;1;2;1;1;17;11;6;2;2;0;19;13;6
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1003;Lübeck;insg.;138;104;34;0;0;0;2;2;0;2;2;0;27;24;3;16;13;3;82;60;22;11;5;6;93;65;28
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1003;Lübeck;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1003;Lübeck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1003;Lübeck;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1003;Lübeck;voll.;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;1;0;1;7;4;3
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1003;Lübeck;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1003;Lübeck;insg.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;1;0;1;8;5;3
Handtaschenraub;1003;Lübeck;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2
Handtaschenraub;1003;Lübeck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;1003;Lübeck;insg.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1003;Lübeck;voll.;37;35;2;0;0;0;0;0;0;0;0;0;12;12;0;7;7;0;16;14;2;2;2;0;18;16;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1003;Lübeck;vers.;10;8;2;0;0;0;1;1;0;1;1;0;3;3;0;2;1;1;4;3;1;0;0;0;4;3;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1003;Lübeck;insg.;47;43;4;0;0;0;1;1;0;1;1;0;15;15;0;9;8;1;20;17;3;2;2;0;22;19;3
Raubüberfälle in Wohnungen;1003;Lübeck;voll.;10;8;2;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;7;5;2;0;0;0;7;5;2
Raubüberfälle in Wohnungen;1003;Lübeck;vers.;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;1003;Lübeck;insg.;11;8;3;0;0;0;0;0;0;0;0;0;3;2;1;1;1;0;7;5;2;0;0;0;7;5;2
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1003;Lübeck;voll.;538;391;147;0;0;0;26;15;11;26;15;11;46;33;13;59;52;7;375;270;105;32;21;11;407;291;116
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1003;Lübeck;vers.;110;80;30;4;3;1;3;2;1;7;5;2;4;2;2;12;10;2;79;57;22;8;6;2;87;63;24
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1003;Lübeck;insg.;648;471;177;4;3;1;29;17;12;33;20;13;50;35;15;71;62;9;454;327;127;40;27;13;494;354;140
Vorsätzliche einfache Körperverletzung § 223 StGB;1003;Lübeck;voll.;153;846;684;10;4;6;72;44;28;82;48;34;103;56;47;120;72;48;1104;605;499;121;65;56;1225;670;555
Vorsätzliche einfache Körperverletzung § 223 StGB;1003;Lübeck;vers.;137;88;49;1;0;1;3;2;1;4;2;2;13;8;5;8;7;1;102;65;37;10;6;4;112;71;41
Vorsätzliche einfache Körperverletzung § 223 StGB;1003;Lübeck;insg.;1667;934;733;11;4;7;75;46;29;86;50;36;116;64;52;128;79;49;1206;670;536;131;71;60;1337;741;596
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1003;Lübeck;voll.;573;452;121;0;0;0;0;0;0;0;0;0;0;0;0;18;12;6;555;440;115;0;0;0;555;440;115
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1003;Lübeck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1003;Lübeck;insg.;573;452;121;0;0;0;0;0;0;0;0;0;0;0;0;18;12;6;555;440;115;0;0;0;555;440;115
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1003;Lübeck;voll.;296;235;61;0;0;0;0;0;0;0;0;0;0;0;0;10;8;2;286;227;59;0;0;0;286;227;59
