Straftat;Gemeindeschluessel;Stadt/Landkreis;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;7235;Trier-Saarburg;insg.;15;8;7;0;0;0;0;0;0;0;0;0;3;3;0;1;0;1;9;5;4;2;0;2;11;5;6
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;7235;Trier-Saarburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte ;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;7235;Trier-Saarburg;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;3;1;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7235;Trier-Saarburg;voll.;3;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0;2;1;1
Raubüberfälle in Wohnungen;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB ;7235;Trier-Saarburg;insg.;164;127;37;3;3;0;8;5;3;11;8;3;12;9;3;24;20;4;111;86;25;6;4;2;117;90;27
Vorsätzliche einfache Körperverletzung § 223 StGB;7235;Trier-Saarburg;voll.;504;289;215;3;2;1;33;22;11;36;24;12;59;44;15;57;40;17;315;164;151;37;17;20;352;181;171
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7235;Trier-Saarburg;insg.;52;43;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;43;9;0;0;0;52;43;9
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7235;Trier-Saarburg;voll.;50;39;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;39;11;0;0;0;50;39;11
Gewaltkriminalität;7235;Trier-Saarburg;vers.;36;29;7;2;2;0;1;1;0;3;3;0;3;3;0;2;2;0;27;21;6;1;0;1;28;21;7
Mord Totschlag und Tötung auf Verlangen;7235;Trier-Saarburg;insg.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0
Handtaschenraub;7235;Trier-Saarburg;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
Handtaschenraub;7235;Trier-Saarburg;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;7235;Trier-Saarburg;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;3;1;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7235;Trier-Saarburg;voll.;3;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0;2;1;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7235;Trier-Saarburg;insg.;3;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0;2;1;1
Raubüberfälle in Wohnungen;7235;Trier-Saarburg;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Raubüberfälle in Wohnungen;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;7235;Trier-Saarburg;insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7235;Trier-Saarburg;voll.;135;103;32;1;1;0;7;4;3;8;5;3;11;8;3;22;18;4;88;68;20;6;4;2;94;72;22
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7235;Trier-Saarburg;vers.;29;24;5;2;2;0;1;1;0;3;3;0;1;1;0;2;2;0;23;18;5;0;0;0;23;18;5
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7235;Trier-Saarburg;insg.;164;127;37;3;3;0;8;5;3;11;8;3;12;9;3;24;20;4;111;86;25;6;4;2;117;90;27
Vorsätzliche einfache Körperverletzung § 223 StGB;7235;Trier-Saarburg;voll.;504;289;215;3;2;1;33;22;11;36;24;12;59;44;15;57;40;17;315;164;151;37;17;20;352;181;171
Vorsätzliche einfache Körperverletzung § 223 StGB;7235;Trier-Saarburg;vers.;25;12;13;0;0;0;3;1;2;3;1;2;2;0;2;1;1;0;16;9;7;3;1;2;19;10;9
Vorsätzliche einfache Körperverletzung § 223 StGB;7235;Trier-Saarburg;insg.;529;301;228;3;2;1;36;23;13;39;25;14;61;44;17;58;41;17;331;173;158;40;18;22;371;191;180
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7235;Trier-Saarburg;voll.;102;82;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;82;20;0;0;0;102;82;20
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7235;Trier-Saarburg;insg.;102;82;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;82;20;0;0;0;102;82;20
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7235;Trier-Saarburg;voll.;52;43;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;43;9;0;0;0;52;43;9
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7235;Trier-Saarburg;insg.;52;43;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;43;9;0;0;0;52;43;9
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7235;Trier-Saarburg;voll.;50;39;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;39;11;0;0;0;50;39;11
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7235;Trier-Saarburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7235;Trier-Saarburg;insg.;50;39;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;39;11;0;0;0;50;39;11
Gewaltkriminalität;7235;Trier-Saarburg;voll.;152;109;43;1;1;0;7;4;3;8;5;3;12;9;3;23;18;5;102;73;29;7;4;3;109;77;32
Gewaltkriminalität;7235;Trier-Saarburg;vers.;36;29;7;2;2;0;1;1;0;3;3;0;3;3;0;2;2;0;27;21;6;1;0;1;28;21;7
Gewaltkriminalität;7235;Trier-Saarburg;insg.;188;138;50;3;3;0;8;5;3;11;8;3;15;12;3;25;20;5;129;94;35;8;4;4;137;98;39
Mord Totschlag und Tötung auf Verlangen;7235;Trier-Saarburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mord Totschlag und Tötung auf Verlangen;7235;Trier-Saarburg;vers.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0
Mord Totschlag und Tötung auf Verlangen;7235;Trier-Saarburg;insg.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0
Straftaten insgesamt;7311;Frankenthal (Pfalz);voll.;923;538;385;8;3;5;55;30;25;63;33;30;78;52;26;92;57;35;611;347;264;79;49;30;690;396;294
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;7311;Frankenthal (Pfalz);vers.;2;0;2;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;7311;Frankenthal (Pfalz);insg.;28;21;7;0;0;0;10;10;0;10;10;0;6;6;0;0;0;0;11;5;6;1;0;1;12;5;7
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;7311;Frankenthal (Pfalz);voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte ;7311;Frankenthal (Pfalz);vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;7311;Frankenthal (Pfalz);insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7311;Frankenthal (Pfalz);voll.;7;7;0;0;0;0;1;1;0;1;1;0;5;5;0;0;0;0;1;1;0;0;0;0;1;1;0
Raubüberfälle in Wohnungen;7311;Frankenthal (Pfalz);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB ;7311;Frankenthal (Pfalz);insg.;167;125;42;2;2;0;8;6;2;10;8;2;13;11;2;25;23;2;102;74;28;17;9;8;119;83;36
Vorsätzliche einfache Körperverletzung § 223 StGB;7311;Frankenthal (Pfalz);voll.;367;202;165;2;0;2;18;13;5;20;13;7;28;20;8;38;21;17;249;129;120;32;19;13;281;148;133
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7311;Frankenthal (Pfalz);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7311;Frankenthal (Pfalz);insg.;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;0;0;0;7;5;2
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7311;Frankenthal (Pfalz);voll.;33;21;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;21;11;1;0;1;33;21;12
Gewaltkriminalität;7311;Frankenthal (Pfalz);vers.;41;26;15;0;0;0;10;9;1;10;9;1;4;4;0;2;2;0;21;10;11;4;1;3;25;11;14
Mord Totschlag und Tötung auf Verlangen;7311;Frankenthal (Pfalz);insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;7311;Frankenthal (Pfalz);voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;7311;Frankenthal (Pfalz);vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
Handtaschenraub;7311;Frankenthal (Pfalz);insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7311;Frankenthal (Pfalz);voll.;7;7;0;0;0;0;1;1;0;1;1;0;5;5;0;0;0;0;1;1;0;0;0;0;1;1;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7311;Frankenthal (Pfalz);vers.;12;11;1;0;0;0;9;9;0;9;9;0;1;1;0;0;0;0;2;1;1;0;0;0;2;1;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7311;Frankenthal (Pfalz);insg.;19;18;1;0;0;0;10;10;0;10;10;0;6;6;0;0;0;0;3;2;1;0;0;0;3;2;1
Raubüberfälle in Wohnungen;7311;Frankenthal (Pfalz);voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Raubüberfälle in Wohnungen;7311;Frankenthal (Pfalz);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;7311;Frankenthal (Pfalz);insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7311;Frankenthal (Pfalz);voll.;144;111;33;2;2;0;8;6;2;10;8;2;10;8;2;23;21;2;87;66;21;14;8;6;101;74;27
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7311;Frankenthal (Pfalz);vers.;23;14;9;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;15;8;7;3;1;2;18;9;9
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7311;Frankenthal (Pfalz);insg.;167;125;42;2;2;0;8;6;2;10;8;2;13;11;2;25;23;2;102;74;28;17;9;8;119;83;36
Vorsätzliche einfache Körperverletzung § 223 StGB;7311;Frankenthal (Pfalz);voll.;367;202;165;2;0;2;18;13;5;20;13;7;28;20;8;38;21;17;249;129;120;32;19;13;281;148;133
Vorsätzliche einfache Körperverletzung § 223 StGB;7311;Frankenthal (Pfalz);vers.;37;24;13;2;2;0;3;2;1;5;4;1;3;2;1;6;4;2;19;13;6;4;1;3;23;14;9
Vorsätzliche einfache Körperverletzung § 223 StGB;7311;Frankenthal (Pfalz);insg.;404;226;178;4;2;2;21;15;6;25;17;8;31;22;9;44;25;19;268;142;126;36;20;16;304;162;142
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7311;Frankenthal (Pfalz);voll.;40;26;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;26;13;1;0;1;40;26;14
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7311;Frankenthal (Pfalz);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7311;Frankenthal (Pfalz);insg.;40;26;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;26;13;1;0;1;40;26;14
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7311;Frankenthal (Pfalz);voll.;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;0;0;0;7;5;2
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7311;Frankenthal (Pfalz);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7311;Frankenthal (Pfalz);insg.;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;0;0;0;7;5;2
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7311;Frankenthal (Pfalz);voll.;33;21;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;21;11;1;0;1;33;21;12
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7311;Frankenthal (Pfalz);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7311;Frankenthal (Pfalz);insg.;33;21;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;21;11;1;0;1;33;21;12
Gewaltkriminalität;7311;Frankenthal (Pfalz);voll.;166;120;46;2;2;0;10;7;3;12;9;3;17;13;4;24;21;3;99;69;30;14;8;6;113;77;36
Gewaltkriminalität;7311;Frankenthal (Pfalz);vers.;41;26;15;0;0;0;10;9;1;10;9;1;4;4;0;2;2;0;21;10;11;4;1;3;25;11;14
Gewaltkriminalität;7311;Frankenthal (Pfalz);insg.;207;146;61;2;2;0;20;16;4;22;18;4;21;17;4;26;23;3;120;79;41;18;9;9;138;88;50
Mord Totschlag und Tötung auf Verlangen;7311;Frankenthal (Pfalz);voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mord Totschlag und Tötung auf Verlangen;7311;Frankenthal (Pfalz);vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mord Totschlag und Tötung auf Verlangen;7311;Frankenthal (Pfalz);insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Straftaten insgesamt;7312;Kaiserslautern;voll.;2747;1698;1049;13;6;7;107;63;44;120;69;51;232;142;90;251;171;80;1998;1233;765;146;83;63;2144;1316;828
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;7312;Kaiserslautern;vers.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;7312;Kaiserslautern;insg.;44;25;19;0;0;0;1;1;0;1;1;0;4;4;0;1;0;1;31;19;12;7;1;6;38;20;18
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;7312;Kaiserslautern;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte ;7312;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;7312;Kaiserslautern;insg.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7312;Kaiserslautern;voll.;11;10;1;0;0;0;1;1;0;1;1;0;4;4;0;0;0;0;5;5;0;1;0;1;6;5;1
Raubüberfälle in Wohnungen;7312;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB ;7312;Kaiserslautern;insg.;540;413;127;3;1;2;15;9;6;18;10;8;54;41;13;91;77;14;345;263;82;32;22;10;377;285;92
Vorsätzliche einfache Körperverletzung § 223 StGB;7312;Kaiserslautern;voll.;1114;693;421;5;2;3;45;33;12;50;35;15;127;82;45;119;82;37;769;470;299;49;24;25;818;494;324
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7312;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7312;Kaiserslautern;insg.;115;90;25;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;112;87;25;0;0;0;112;87;25
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7312;Kaiserslautern;voll.;120;98;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;98;22;0;0;0;120;98;22
Gewaltkriminalität;7312;Kaiserslautern;vers.;165;128;37;0;0;0;2;1;1;2;1;1;12;12;0;19;17;2;112;87;25;20;11;9;132;98;34
Mord Totschlag und Tötung auf Verlangen;7312;Kaiserslautern;insg.;6;5;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;3;0;2;1;1;5;4;1
Handtaschenraub;7312;Kaiserslautern;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;7312;Kaiserslautern;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2
Handtaschenraub;7312;Kaiserslautern;insg.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7312;Kaiserslautern;voll.;11;10;1;0;0;0;1;1;0;1;1;0;4;4;0;0;0;0;5;5;0;1;0;1;6;5;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7312;Kaiserslautern;vers.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;1;0;4;3;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;7312;Kaiserslautern;insg.;15;13;2;0;0;0;1;1;0;1;1;0;4;4;0;0;0;0;8;7;1;2;1;1;10;8;2
Raubüberfälle in Wohnungen;7312;Kaiserslautern;voll.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;2;1;1
Raubüberfälle in Wohnungen;7312;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;7312;Kaiserslautern;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;2;1;1
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7312;Kaiserslautern;voll.;390;292;98;3;1;2;13;8;5;16;9;7;43;30;13;72;60;12;244;181;63;15;12;3;259;193;66
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7312;Kaiserslautern;vers.;150;121;29;0;0;0;2;1;1;2;1;1;11;11;0;19;17;2;101;82;19;17;10;7;118;92;26
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;7312;Kaiserslautern;insg.;540;413;127;3;1;2;15;9;6;18;10;8;54;41;13;91;77;14;345;263;82;32;22;10;377;285;92
Vorsätzliche einfache Körperverletzung § 223 StGB;7312;Kaiserslautern;voll.;1114;693;421;5;2;3;45;33;12;50;35;15;127;82;45;119;82;37;769;470;299;49;24;25;818;494;324
Vorsätzliche einfache Körperverletzung § 223 StGB;7312;Kaiserslautern;vers.;113;71;42;2;0;2;7;5;2;9;5;4;12;9;3;7;5;2;75;47;28;10;5;5;85;52;33
Vorsätzliche einfache Körperverletzung § 223 StGB;7312;Kaiserslautern;insg.;1227;764;463;7;2;5;52;38;14;59;40;19;139;91;48;126;87;39;844;517;327;59;29;30;903;546;357
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7312;Kaiserslautern;voll.;235;188;47;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;232;185;47;0;0;0;232;185;47
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7312;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;7312;Kaiserslautern;insg.;235;188;47;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;232;185;47;0;0;0;232;185;47
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7312;Kaiserslautern;voll.;115;90;25;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;112;87;25;0;0;0;112;87;25
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7312;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;7312;Kaiserslautern;insg.;115;90;25;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;112;87;25;0;0;0;112;87;25
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7312;Kaiserslautern;voll.;120;98;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;98;22;0;0;0;120;98;22
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;7312;Kaiserslautern;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
