Straftat;Gemeindeschluessel;Stadt/Landkreis;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1053;Herzogtum Lauenburg;voll.;8;1;7;0;0;0;0;0;0;0;0;0;3;0;3;1;1;0;4;0;4;0;0;0;4;0;4
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1053;Herzogtum Lauenburg;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1053;Herzogtum Lauenburg;insg.;9;1;8;0;0;0;0;0;0;0;0;0;3;0;3;1;1;0;5;0;5;0;0;0;5;0;5
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1053;Herzogtum Lauenburg;voll.;37;27;10;0;0;0;4;3;1;4;3;1;5;5;0;3;1;2;21;15;6;4;3;1;25;18;7
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1053;Herzogtum Lauenburg;vers.;11;9;2;0;0;0;0;0;0;0;0;0;4;3;1;1;1;0;6;5;1;0;0;0;6;5;1
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1053;Herzogtum Lauenburg;insg.;48;36;12;0;0;0;4;3;1;4;3;1;9;8;1;4;2;2;27;20;7;4;3;1;31;23;8
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1053;Herzogtum Lauenburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1053;Herzogtum Lauenburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1053;Herzogtum Lauenburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1053;Herzogtum Lauenburg;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1053;Herzogtum Lauenburg;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1053;Herzogtum Lauenburg;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1
Handtaschenraub;1053;Herzogtum Lauenburg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;1053;Herzogtum Lauenburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;1053;Herzogtum Lauenburg;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1053;Herzogtum Lauenburg;voll.;15;13;2;0;0;0;3;3;0;3;3;0;3;3;0;2;1;1;6;5;1;1;1;0;7;6;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1053;Herzogtum Lauenburg;vers.;7;6;1;0;0;0;0;0;0;0;0;0;4;3;1;0;0;0;3;3;0;0;0;0;3;3;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1053;Herzogtum Lauenburg;insg.;22;19;3;0;0;0;3;3;0;3;3;0;7;6;1;2;1;1;9;8;1;1;1;0;10;9;1
Raubüberfälle in Wohnungen;1053;Herzogtum Lauenburg;voll.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;1;0;3;2;1
Raubüberfälle in Wohnungen;1053;Herzogtum Lauenburg;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Raubüberfälle in Wohnungen;1053;Herzogtum Lauenburg;insg.;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;2;1;1;0;4;2;2
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1053;Herzogtum Lauenburg;voll.;227;153;74;0;0;0;4;2;2;4;2;2;25;18;7;21;16;5;157;106;51;20;11;9;177;117;60
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1053;Herzogtum Lauenburg;vers.;55;34;21;0;0;0;1;1;0;1;1;0;8;4;4;5;3;2;37;22;15;4;4;0;41;26;15
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1053;Herzogtum Lauenburg;insg.;282;187;95;0;0;0;5;3;2;5;3;2;33;22;11;26;19;7;194;128;66;24;15;9;218;143;75
Vorsätzliche einfache Körperverletzung § 223 StGB;1053;Herzogtum Lauenburg;voll.;841;475;366;7;1;6;41;29;12;48;30;18;74;39;35;80;49;31;559;312;247;80;45;35;639;357;282
Vorsätzliche einfache Körperverletzung § 223 StGB;1053;Herzogtum Lauenburg;vers.;30;18;12;1;1;0;0;0;0;1;1;0;6;3;3;1;1;0;21;13;8;1;0;1;22;13;9
Vorsätzliche einfache Körperverletzung § 223 StGB;1053;Herzogtum Lauenburg;insg.;871;493;378;8;2;6;41;29;12;49;31;18;80;42;38;81;50;31;580;325;255;81;45;36;661;370;291
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1053;Herzogtum Lauenburg;voll.;132;109;23;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;125;103;22;1;1;0;126;104;22
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1053;Herzogtum Lauenburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1053;Herzogtum Lauenburg;insg.;132;109;23;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;125;103;22;1;1;0;126;104;22
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1053;Herzogtum Lauenburg;voll.;81;66;15;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;76;62;14;1;1;0;77;63;14
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1053;Herzogtum Lauenburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1053;Herzogtum Lauenburg;insg.;81;66;15;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;76;62;14;1;1;0;77;63;14
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1053;Herzogtum Lauenburg;voll.;51;43;8;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;49;41;8;0;0;0;49;41;8
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1053;Herzogtum Lauenburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1053;Herzogtum Lauenburg;insg.;51;43;8;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;49;41;8;0;0;0;49;41;8
Gewaltkriminalität;1053;Herzogtum Lauenburg;voll.;277;184;93;1;1;0;8;5;3;9;6;3;33;23;10;25;18;7;182;121;61;28;16;12;210;137;73
Gewaltkriminalität;1053;Herzogtum Lauenburg;vers.;70;44;26;0;0;0;1;1;0;1;1;0;12;7;5;6;4;2;47;28;19;4;4;0;51;32;19
Gewaltkriminalität;1053;Herzogtum Lauenburg;insg.;347;228;119;1;1;0;9;6;3;10;7;3;45;30;15;31;22;9;229;149;80;32;20;12;261;169;92
Mord Totschlag und Tötung auf Verlangen;1053;Herzogtum Lauenburg;voll.;2;2;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0
Mord Totschlag und Tötung auf Verlangen;1053;Herzogtum Lauenburg;vers.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;3;1;2
Mord Totschlag und Tötung auf Verlangen;1053;Herzogtum Lauenburg;insg.;5;3;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;2;1;1;0;4;2;2
Straftaten insgesamt;1054;Nordfriesland;voll.;1729;966;763;24;13;11;98;53;45;122;66;56;193;97;96;160;80;80;1127;642;485;127;81;46;1254;723;531
Straftaten insgesamt;1054;Nordfriesland;vers.;72;42;30;0;0;0;4;3;1;4;3;1;8;6;2;12;9;3;39;19;20;9;5;4;48;24;24
Straftaten insgesamt;1054;Nordfriesland;insg.;1801;1008;793;24;13;11;102;56;46;126;69;57;201;103;98;172;89;83;1166;661;505;136;86;50;1302;747;555
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1054;Nordfriesland;voll.;12;0;12;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;9;0;9;0;0;0;9;0;9
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1054;Nordfriesland;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1054;Nordfriesland;insg.;13;0;13;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;10;0;10;0;0;0;10;0;10
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1054;Nordfriesland;voll.;38;21;17;0;0;0;0;0;0;0;0;0;12;7;5;1;1;0;20;11;9;5;2;3;25;13;12
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1054;Nordfriesland;vers.;10;8;2;0;0;0;2;1;1;2;1;1;1;1;0;5;5;0;1;0;1;1;1;0;2;1;1
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1054;Nordfriesland;insg.;48;29;19;0;0;0;2;1;1;2;1;1;13;8;5;6;6;0;21;11;10;6;3;3;27;14;13
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1054;Nordfriesland;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1054;Nordfriesland;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1054;Nordfriesland;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1054;Nordfriesland;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1054;Nordfriesland;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1054;Nordfriesland;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
