Straftat;Gemeindeschluessel;Stadt/Landkreis;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
Handtaschenraub;5774;Paderborn;insg.;7;1;6;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;3;1;2;5;1;4
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5774;Paderborn;voll.;58;51;7;0;0;0;0;0;0;0;0;0;7;7;0;10;9;1;39;33;6;2;2;0;41;35;6
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5774;Paderborn;vers.;12;10;2;0;0;0;1;1;0;1;1;0;2;0;2;2;2;0;7;7;0;0;0;0;7;7;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5774;Paderborn;insg.;70;61;9;0;0;0;1;1;0;1;1;0;9;7;2;12;11;1;46;40;6;2;2;0;48;42;6
Raubüberfälle in Wohnungen;5774;Paderborn;voll.;16;13;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;12;9;3;2;2;0;14;11;3
Raubüberfälle in Wohnungen;5774;Paderborn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;5774;Paderborn;insg.;16;13;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;12;9;3;2;2;0;14;11;3
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5774;Paderborn;voll.;580;434;146;1;1;0;38;24;14;39;25;14;47;36;11;68;50;18;391;299;92;35;24;11;426;323;103
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5774;Paderborn;vers.;100;73;27;2;2;0;7;3;4;9;5;4;6;5;1;6;5;1;69;53;16;10;5;5;79;58;21
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5774;Paderborn;insg.;680;507;173;3;3;0;45;27;18;48;30;18;53;41;12;74;55;19;460;352;108;45;29;16;505;381;124
Vorsätzliche einfache Körperverletzung § 223 StGB;5774;Paderborn;voll.;1619;967;652;12;6;6;100;61;39;112;67;45;131;77;54;144;85;59;1143;681;462;89;57;32;1232;738;494
Vorsätzliche einfache Körperverletzung § 223 StGB;5774;Paderborn;vers.;144;96;48;4;1;3;3;2;1;7;3;4;11;10;1;13;7;6;96;66;30;17;10;7;113;76;37
Vorsätzliche einfache Körperverletzung § 223 StGB;5774;Paderborn;insg.;1763;1063;700;16;7;9;103;63;40;119;70;49;142;87;55;157;92;65;1239;747;492;106;67;39;1345;814;531
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5774;Paderborn;voll.;298;244;54;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;293;239;54;1;1;0;294;240;54
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5774;Paderborn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5774;Paderborn;insg.;298;244;54;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;293;239;54;1;1;0;294;240;54
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5774;Paderborn;voll.;187;158;29;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;185;156;29;1;1;0;186;157;29
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5774;Paderborn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5774;Paderborn;insg.;187;158;29;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;185;156;29;1;1;0;186;157;29
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5774;Paderborn;voll.;111;86;25;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;108;83;25;0;0;0;108;83;25
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5774;Paderborn;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5774;Paderborn;insg.;111;86;25;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;108;83;25;0;0;0;108;83;25
Gewaltkriminalität;5774;Paderborn;voll.;781;556;225;2;2;0;42;25;17;44;27;17;78;48;30;93;69;24;521;381;140;45;31;14;566;412;154
Gewaltkriminalität;5774;Paderborn;vers.;140;99;41;2;2;0;9;4;5;11;6;5;13;9;4;10;9;1;91;68;23;15;7;8;106;75;31
Gewaltkriminalität;5774;Paderborn;insg.;921;655;266;4;4;0;51;29;22;55;33;22;91;57;34;103;78;25;612;449;163;60;38;22;672;487;185
Mord Totschlag und Tötung auf Verlangen;5774;Paderborn;voll.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;3;1;2
Mord Totschlag und Tötung auf Verlangen;5774;Paderborn;vers.;7;3;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;6;2;4;0;0;0;6;2;4
Mord Totschlag und Tötung auf Verlangen;5774;Paderborn;insg.;10;4;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;8;3;5;1;0;1;9;3;6
Straftaten insgesamt;5911;Bochum;voll.;6365;3725;264;44;25;19;423;232;191;467;257;210;584;372;212;427;226;201;4449;2626;1823;438;244;194;4887;287;2017
Straftaten insgesamt;5911;Bochum;vers.;572;350;222;7;4;3;70;21;49;77;25;52;55;45;10;34;24;10;347;219;128;59;37;22;406;256;150
Straftaten insgesamt;5911;Bochum;insg.;6937;4075;2862;51;29;22;493;253;240;544;282;262;639;417;222;461;250;211;4796;2845;1951;497;281;216;5293;3126;2167
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5911;Bochum;voll.;46;1;45;0;0;0;2;0;2;2;0;2;10;1;9;7;0;7;25;0;25;2;0;2;27;0;27
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5911;Bochum;vers.;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;0;5;1;0;1;6;0;6
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5911;Bochum;insg.;53;1;52;0;0;0;2;0;2;2;0;2;10;1;9;8;0;8;30;0;30;3;0;3;33;0;33
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5911;Bochum;voll.;316;236;80;0;0;0;31;26;5;31;26;5;48;44;4;24;21;3;171;127;44;42;18;24;213;145;68
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5911;Bochum;vers.;80;68;12;0;0;0;5;4;1;5;4;1;28;27;1;11;10;1;32;24;8;4;3;1;36;27;9
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5911;Bochum;insg.;396;304;92;0;0;0;36;30;6;36;30;6;76;71;5;35;31;4;203;151;52;46;21;25;249;172;77
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5911;Bochum;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5911;Bochum;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5911;Bochum;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5911;Bochum;voll.;20;12;8;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;15;8;7;3;3;0;18;11;7
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5911;Bochum;vers.;9;5;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;4;4;0;0;0;8;4;4
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5911;Bochum;insg.;29;17;12;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;23;12;11;3;3;0;26;15;11
Handtaschenraub;5911;Bochum;voll.;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;5;0;5
Handtaschenraub;5911;Bochum;vers.;4;2;2;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;1;0;1;1;0;1
Handtaschenraub;5911;Bochum;insg.;9;2;7;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;6;0;6;6;0;6
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5911;Bochum;voll.;127;112;15;0;0;0;20;19;1;20;19;1;35;33;2;12;11;1;47;44;3;13;5;8;60;49;11
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5911;Bochum;vers.;37;35;2;0;0;0;3;3;0;3;3;0;15;15;0;8;7;1;9;8;1;2;2;0;11;10;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5911;Bochum;insg.;164;147;17;0;0;0;23;22;1;23;22;1;50;48;2;20;18;2;56;52;4;15;7;8;71;59;12
Raubüberfälle in Wohnungen;5911;Bochum;voll.;18;13;5;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;6;4;2;7;4;3;13;8;5
Raubüberfälle in Wohnungen;5911;Bochum;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;5911;Bochum;insg.;18;13;5;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;6;4;2;7;4;3;13;8;5
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5911;Bochum;voll.;944;695;249;0;0;0;46;25;21;46;25;21;151;110;41;102;72;30;610;461;149;35;27;8;645;488;157
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5911;Bochum;vers.;186;131;55;3;2;1;6;5;1;9;7;2;13;9;4;13;7;6;130;95;35;21;13;8;151;108;43
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5911;Bochum;insg.;113;826;304;3;2;1;52;30;22;55;32;23;164;119;45;115;79;36;740;556;184;56;40;16;796;596;200
Vorsätzliche einfache Körperverletzung § 223 StGB;5911;Bochum;voll.;244;1413;1027;18;11;7;166;110;56;184;121;63;241;161;80;175;100;75;1678;942;736;162;89;73;184;1031;809
Vorsätzliche einfache Körperverletzung § 223 StGB;5911;Bochum;vers.;204;127;77;1;0;1;10;9;1;11;9;2;12;7;5;9;7;2;144;83;61;28;21;7;172;104;68
Vorsätzliche einfache Körperverletzung § 223 StGB;5911;Bochum;insg.;2644;154;1104;19;11;8;176;119;57;195;130;65;253;168;85;184;107;77;1822;1025;797;190;110;80;2012;1135;877
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5911;Bochum;voll.;600;451;149;0;0;0;0;0;0;0;0;0;0;0;0;7;3;4;590;445;145;3;3;0;593;448;145
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5911;Bochum;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5911;Bochum;insg.;600;451;149;0;0;0;0;0;0;0;0;0;0;0;0;7;3;4;590;445;145;3;3;0;593;448;145
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5911;Bochum;voll.;349;264;85;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;343;260;83;2;2;0;345;262;83
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5911;Bochum;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5911;Bochum;insg.;349;264;85;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;343;260;83;2;2;0;345;262;83
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5911;Bochum;voll.;251;187;64;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;247;185;62;1;1;0;248;186;62
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5911;Bochum;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5911;Bochum;insg.;251;187;64;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;247;185;62;1;1;0;248;186;62
Gewaltkriminalität;5911;Bochum;voll.;131;935;375;0;0;0;79;51;28;79;51;28;209;155;54;133;93;40;810;591;219;79;45;34;889;636;253
Gewaltkriminalität;5911;Bochum;vers.;283;204;79;4;3;1;11;9;2;15;12;3;41;36;5;25;17;8;175;123;52;27;16;11;202;139;63
Gewaltkriminalität;5911;Bochum;insg.;1593;1139;454;4;3;1;90;60;30;94;63;31;250;191;59;158;110;48;985;714;271;106;61;45;1091;775;316
Mord Totschlag und Tötung auf Verlangen;5911;Bochum;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Mord Totschlag und Tötung auf Verlangen;5911;Bochum;vers.;10;5;5;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;8;4;4;1;0;1;9;4;5
Mord Totschlag und Tötung auf Verlangen;5911;Bochum;insg.;11;6;5;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;9;5;4;1;0;1;10;5;5
Straftaten insgesamt;5913;Dortmund;voll.;13385;7928;5457;105;54;51;826;466;360;931;520;411;1135;614;521;987;549;438;9548;5802;3746;784;443;341;10332;6245;4087
Straftaten insgesamt;5913;Dortmund;vers.;1278;903;375;13;8;5;54;28;26;67;36;31;86;55;31;85;66;19;923;662;261;117;84;33;104;746;294
Straftaten insgesamt;5913;Dortmund;insg.;14663;8831;5832;118;62;56;880;494;386;998;556;442;1221;669;552;1072;615;457;10471;6464;4007;901;527;374;11372;6991;4381
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5913;Dortmund;voll.;153;4;149;0;0;0;1;0;1;1;0;1;25;0;25;27;1;26;97;3;94;3;0;3;100;3;97
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5913;Dortmund;vers.;24;0;24;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;19;0;19;1;0;1;20;0;20
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5913;Dortmund;insg.;177;4;173;0;0;0;1;0;1;1;0;1;29;0;29;27;1;26;116;3;113;4;0;4;120;3;117
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5913;Dortmund;voll.;784;632;152;0;0;0;35;31;4;35;31;4;101;90;11;64;53;11;515;417;98;69;41;28;584;458;126
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5913;Dortmund;vers.;158;120;38;0;0;0;10;9;1;10;9;1;17;16;1;18;16;2;101;75;26;12;4;8;113;79;34
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5913;Dortmund;insg.;942;752;190;0;0;0;45;40;5;45;40;5;118;106;12;82;69;13;616;492;124;81;45;36;697;537;160
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5913;Dortmund;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5913;Dortmund;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5913;Dortmund;insg.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5913;Dortmund;voll.;36;17;19;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;25;13;12;6;1;5;31;14;17
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5913;Dortmund;vers.;16;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8;6;2;1;1;16;9;7
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5913;Dortmund;insg.;52;26;26;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;39;21;18;8;2;6;47;23;24
Handtaschenraub;5913;Dortmund;voll.;8;3;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;5;3;2;1;0;1;6;3;3
Handtaschenraub;5913;Dortmund;vers.;10;1;9;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;6;0;6;3;0;3;9;0;9
Handtaschenraub;5913;Dortmund;insg.;18;4;14;0;0;0;1;1;0;1;1;0;0;0;0;2;0;2;11;3;8;4;0;4;15;3;12
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5913;Dortmund;voll.;365;320;45;0;0;0;21;18;3;21;18;3;57;52;5;25;24;1;234;207;27;28;19;9;262;226;36
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5913;Dortmund;vers.;81;73;8;0;0;0;8;7;1;8;7;1;13;12;1;17;15;2;41;38;3;2;1;1;43;39;4
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5913;Dortmund;insg.;446;393;53;0;0;0;29;25;4;29;25;4;70;64;6;42;39;3;275;245;30;30;20;10;305;265;40
Raubüberfälle in Wohnungen;5913;Dortmund;voll.;32;23;9;0;0;0;0;0;0;0;0;0;2;1;1;4;3;1;19;15;4;7;4;3;26;19;7
Raubüberfälle in Wohnungen;5913;Dortmund;vers.;8;5;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;6;3;3;1;1;0;7;4;3
Raubüberfälle in Wohnungen;5913;Dortmund;insg.;40;28;12;0;0;0;0;0;0;0;0;0;3;2;1;4;3;1;25;18;7;8;5;3;33;23;10
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5913;Dortmund;voll.;2531;184;691;11;6;5;195;118;77;206;124;82;279;179;100;256;193;63;1682;1272;410;108;72;36;179;1344;446
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5913;Dortmund;vers.;604;474;130;5;3;2;11;7;4;16;10;6;28;17;11;38;30;8;468;373;95;54;44;10;522;417;105
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5913;Dortmund;insg.;3135;2314;821;16;9;7;206;125;81;222;134;88;307;196;111;294;223;71;215;1645;505;162;116;46;2312;1761;551
Vorsätzliche einfache Körperverletzung § 223 StGB;5913;Dortmund;voll.;4904;2729;2175;32;23;9;262;160;102;294;183;111;398;210;188;345;177;168;3559;1993;1566;308;166;142;3867;2159;1708
Vorsätzliche einfache Körperverletzung § 223 StGB;5913;Dortmund;vers.;394;248;146;6;4;2;14;9;5;20;13;7;21;8;13;23;16;7;285;178;107;45;33;12;330;211;119
Vorsätzliche einfache Körperverletzung § 223 StGB;5913;Dortmund;insg.;5298;2977;2321;38;27;11;276;169;107;314;196;118;419;218;201;368;193;175;3844;2171;1673;353;199;154;4197;237;1827
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5913;Dortmund;voll.;1269;926;343;0;0;0;0;0;0;0;0;0;1;1;0;14;8;6;1243;907;336;11;10;1;1254;917;337
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5913;Dortmund;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5913;Dortmund;insg.;1269;926;343;0;0;0;0;0;0;0;0;0;1;1;0;14;8;6;1243;907;336;11;10;1;1254;917;337
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5913;Dortmund;voll.;765;569;196;0;0;0;0;0;0;0;0;0;0;0;0;10;5;5;747;557;190;8;7;1;755;564;191
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5913;Dortmund;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5913;Dortmund;insg.;765;569;196;0;0;0;0;0;0;0;0;0;0;0;0;10;5;5;747;557;190;8;7;1;755;564;191
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5913;Dortmund;voll.;504;357;147;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;496;350;146;3;3;0;499;353;146
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5913;Dortmund;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5913;Dortmund;insg.;504;357;147;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;496;350;146;3;3;0;499;353;146
Gewaltkriminalität;5913;Dortmund;voll.;3475;2481;994;11;6;5;231;149;82;242;155;87;405;269;136;349;248;101;2299;1696;603;180;113;67;2479;1809;670
Gewaltkriminalität;5913;Dortmund;vers.;825;627;198;5;3;2;21;16;5;26;19;7;55;39;16;61;50;11;614;470;144;69;49;20;683;519;164
Gewaltkriminalität;5913;Dortmund;insg.;43;3108;1192;16;9;7;252;165;87;268;174;94;460;308;152;410;298;112;2913;2166;747;249;162;87;3162;2328;834
Mord Totschlag und Tötung auf Verlangen;5913;Dortmund;voll.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0
Mord Totschlag und Tötung auf Verlangen;5913;Dortmund;vers.;39;33;6;0;0;0;0;0;0;0;0;0;6;6;0;5;4;1;26;22;4;2;1;1;28;23;5
Mord Totschlag und Tötung auf Verlangen;5913;Dortmund;insg.;41;35;6;0;0;0;0;0;0;0;0;0;6;6;0;5;4;1;28;24;4;2;1;1;30;25;5
Straftaten insgesamt;5914;Hagen;voll.;392;2246;1674;33;20;13;326;173;153;359;193;166;353;203;150;259;147;112;2737;1558;1179;212;145;67;2949;1703;1246
Straftaten insgesamt;5914;Hagen;vers.;324;190;134;6;3;3;25;12;13;31;15;16;26;18;8;32;23;9;214;122;92;21;12;9;235;134;101
Straftaten insgesamt;5914;Hagen;insg.;4244;2436;1808;39;23;16;351;185;166;390;208;182;379;221;158;291;170;121;2951;168;1271;233;157;76;3184;1837;1347
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5914;Hagen;voll.;49;3;46;0;0;0;5;0;5;5;0;5;10;1;9;5;1;4;28;1;27;1;0;1;29;1;28
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5914;Hagen;vers.;3;0;3;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5914;Hagen;insg.;52;3;49;0;0;0;6;0;6;6;0;6;10;1;9;5;1;4;30;1;29;1;0;1;31;1;30
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5914;Hagen;voll.;153;114;39;0;0;0;11;8;3;11;8;3;24;23;1;5;3;2;102;73;29;11;7;4;113;80;33
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5914;Hagen;vers.;45;31;14;0;0;0;7;4;3;7;4;3;6;6;0;6;4;2;24;16;8;2;1;1;26;17;9
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5914;Hagen;insg.;198;145;53;0;0;0;18;12;6;18;12;6;30;29;1;11;7;4;126;89;37;13;8;5;139;97;42
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5914;Hagen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5914;Hagen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5914;Hagen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5914;Hagen;voll.;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;2;1;0;1;4;1;3
