Straftat;Gemeindeschluessel;Stadt/Landkreis;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
Raubüberfälle in Wohnungen;1001;Flensburg;insg.;15;11;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;12;9;3;2;1;1;14;10;4
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1001;Flensburg;voll.;331;239;92;0;0;0;10;5;5;10;5;5;42;29;13;41;31;10;228;169;59;10;5;5;238;174;64
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1001;Flensburg;vers.;34;25;9;4;1;3;1;1;0;5;2;3;2;2;0;2;1;1;23;20;3;2;0;2;25;20;5
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1001;Flensburg;insg.;365;264;101;4;1;3;11;6;5;15;7;8;44;31;13;43;32;11;251;189;62;12;5;7;263;194;69
Vorsätzliche einfache Körperverletzung § 223 StGB;1001;Flensburg;voll.;949;555;394;8;6;2;50;22;28;58;28;30;82;47;35;88;47;41;678;404;274;43;29;14;721;433;288
Vorsätzliche einfache Körperverletzung § 223 StGB;1001;Flensburg;vers.;30;21;9;0;0;0;3;3;0;3;3;0;1;1;0;3;2;1;19;12;7;4;3;1;23;15;8
Vorsätzliche einfache Körperverletzung § 223 StGB;1001;Flensburg;insg.;979;576;403;8;6;2;53;25;28;61;31;30;83;48;35;91;49;42;697;416;281;47;32;15;744;448;296
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1001;Flensburg;voll.;171;141;30;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;169;139;30;0;0;0;169;139;30
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1001;Flensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1001;Flensburg;insg.;171;141;30;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;169;139;30;0;0;0;169;139;30
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1001;Flensburg;voll.;71;60;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;70;59;11;0;0;0;70;59;11
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1001;Flensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1001;Flensburg;insg.;71;60;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;70;59;11;0;0;0;70;59;11
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1001;Flensburg;voll.;100;81;19;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;99;80;19;0;0;0;99;80;19
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1001;Flensburg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1001;Flensburg;insg.;100;81;19;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;99;80;19;0;0;0;99;80;19
Gewaltkriminalität;1001;Flensburg;voll.;472;323;149;0;0;0;16;11;5;16;11;5;59;38;21;58;41;17;320;221;99;19;12;7;339;233;106
Gewaltkriminalität;1001;Flensburg;vers.;70;46;24;5;2;3;1;1;0;6;3;3;7;7;0;3;2;1;49;33;16;5;1;4;54;34;20
Gewaltkriminalität;1001;Flensburg;insg.;542;369;173;5;2;3;17;12;5;22;14;8;66;45;21;61;43;18;369;254;115;24;13;11;393;267;126
Mord Totschlag und Tötung auf Verlangen;1001;Flensburg;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Mord Totschlag und Tötung auf Verlangen;1001;Flensburg;vers.;7;4;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;4;2;2;2;1;1;6;3;3
Mord Totschlag und Tötung auf Verlangen;1001;Flensburg;insg.;8;5;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;5;3;2;2;1;1;7;4;3
Straftaten insgesamt;1002;Kiel;voll.;4716;2958;1758;17;9;8;236;138;98;253;147;106;434;269;165;392;228;164;3417;2178;1239;220;136;84;3637;2314;1323
Straftaten insgesamt;1002;Kiel;vers.;201;128;73;5;0;5;8;3;5;13;3;10;27;21;6;17;13;4;128;79;49;16;12;4;144;91;53
Straftaten insgesamt;1002;Kiel;insg.;4917;3086;1831;22;9;13;244;141;103;266;150;116;461;290;171;409;241;168;3545;2257;1288;236;148;88;3781;2405;1376
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1002;Kiel;voll.;33;3;30;0;0;0;1;0;1;1;0;1;11;2;9;8;0;8;13;1;12;0;0;0;13;1;12
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1002;Kiel;vers.;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;1;0;1;7;0;7
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1002;Kiel;insg.;40;3;37;0;0;0;1;0;1;1;0;1;11;2;9;8;0;8;19;1;18;1;0;1;20;1;19
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1002;Kiel;voll.;223;193;30;0;0;0;7;6;1;7;6;1;36;35;1;27;25;2;143;119;24;10;8;2;153;127;26
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1002;Kiel;vers.;42;29;13;0;0;0;0;0;0;0;0;0;8;8;0;4;2;2;25;16;9;5;3;2;30;19;11
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1002;Kiel;insg.;265;222;43;0;0;0;7;6;1;7;6;1;44;43;1;31;27;4;168;135;33;15;11;4;183;146;37
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1002;Kiel;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1002;Kiel;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1002;Kiel;voll.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;5;4;1
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1002;Kiel;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;5;4;1
Handtaschenraub;1002;Kiel;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;1002;Kiel;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;1
Handtaschenraub;1002;Kiel;insg.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;3;1;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1002;Kiel;voll.;120;108;12;0;0;0;6;5;1;6;5;1;30;29;1;19;17;2;60;53;7;5;4;1;65;57;8
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1002;Kiel;vers.;22;18;4;0;0;0;0;0;0;0;0;0;7;7;0;3;2;1;11;8;3;1;1;0;12;9;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1002;Kiel;insg.;142;126;16;0;0;0;6;5;1;6;5;1;37;36;1;22;19;3;71;61;10;6;5;1;77;66;11
Raubüberfälle in Wohnungen;1002;Kiel;voll.;14;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;11;10;1;2;2;0;13;12;1
Raubüberfälle in Wohnungen;1002;Kiel;vers.;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;1;1;0;5;3;2
Raubüberfälle in Wohnungen;1002;Kiel;insg.;19;16;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;15;12;3;3;3;0;18;15;3
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1002;Kiel;voll.;717;566;151;0;0;0;31;24;7;31;24;7;109;92;17;58;36;22;498;397;101;21;17;4;519;414;105
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1002;Kiel;vers.;64;41;23;2;0;2;3;0;3;5;0;5;4;3;1;8;7;1;47;31;16;0;0;0;47;31;16
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1002;Kiel;insg.;781;607;174;2;0;2;34;24;10;36;24;12;113;95;18;66;43;23;545;428;117;21;17;4;566;445;121
Vorsätzliche einfache Körperverletzung § 223 StGB;1002;Kiel;voll.;1806;1097;709;7;4;3;90;66;24;97;70;27;153;85;68;182;115;67;1298;785;513;76;42;34;1374;827;547
Vorsätzliche einfache Körperverletzung § 223 StGB;1002;Kiel;vers.;63;44;19;0;0;0;2;1;1;2;1;1;11;7;4;5;4;1;39;27;12;6;5;1;45;32;13
Vorsätzliche einfache Körperverletzung § 223 StGB;1002;Kiel;insg.;1869;1141;728;7;4;3;92;67;25;99;71;28;164;92;72;187;119;68;1337;812;525;82;47;35;1419;859;560
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1002;Kiel;voll.;421;334;87;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;409;323;86;1;1;0;410;324;86
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1002;Kiel;insg.;421;334;87;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;409;323;86;1;1;0;410;324;86
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1002;Kiel;voll.;164;132;32;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;159;128;31;0;0;0;159;128;31
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1002;Kiel;insg.;164;132;32;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;159;128;31;0;0;0;159;128;31
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1002;Kiel;voll.;257;202;55;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;250;195;55;1;1;0;251;196;55
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1002;Kiel;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;1002;Kiel;insg.;257;202;55;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;250;195;55;1;1;0;251;196;55
Gewaltkriminalität;1002;Kiel;voll.;977;762;215;0;0;0;39;30;9;39;30;9;157;129;28;93;61;32;657;517;140;31;25;6;688;542;146
Gewaltkriminalität;1002;Kiel;vers.;119;76;43;2;0;2;3;0;3;5;0;5;14;13;1;12;9;3;81;50;31;7;4;3;88;54;34
Gewaltkriminalität;1002;Kiel;insg.;1096;838;258;2;0;2;42;30;12;44;30;14;171;142;29;105;70;35;738;567;171;38;29;9;776;596;180
Mord Totschlag und Tötung auf Verlangen;1002;Kiel;voll.;4;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0;3;0;0;0;3;0;3
Mord Totschlag und Tötung auf Verlangen;1002;Kiel;vers.;6;6;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;3;3;0;1;1;0;4;4;0
Mord Totschlag und Tötung auf Verlangen;1002;Kiel;insg.;10;6;4;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;6;3;3;1;1;0;7;4;3
Straftaten insgesamt;1003;Lübeck;voll.;5419;3263;2156;44;29;15;302;156;146;346;185;161;347;175;172;380;226;154;3938;2441;1497;408;236;172;4346;2677;1669
Straftaten insgesamt;1003;Lübeck;vers.;358;241;117;2;2;0;19;10;9;21;12;9;36;26;10;21;16;5;249;167;82;31;20;11;280;187;93
Straftaten insgesamt;1003;Lübeck;insg.;5777;3504;2273;46;31;15;321;166;155;367;197;170;383;201;182;401;242;159;4187;2608;1579;439;256;183;4626;2864;1762
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1003;Lübeck;voll.;31;1;30;0;0;0;0;0;0;0;0;0;5;0;5;4;0;4;22;1;21;0;0;0;22;1;21
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1003;Lübeck;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;3;0;0;0;3;0;3
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;1003;Lübeck;insg.;35;1;34;0;0;0;0;0;0;0;0;0;5;0;5;5;0;5;25;1;24;0;0;0;25;1;24
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1003;Lübeck;voll.;150;114;36;0;0;0;4;2;2;4;2;2;14;12;2;13;11;2;113;87;26;6;2;4;119;89;30
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1003;Lübeck;vers.;43;27;16;0;0;0;5;4;1;5;4;1;4;3;1;7;6;1;21;12;9;6;2;4;27;14;13
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;1003;Lübeck;insg.;193;141;52;0;0;0;9;6;3;9;6;3;18;15;3;20;17;3;134;99;35;12;4;8;146;103;43
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1003;Lübeck;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1003;Lübeck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;1003;Lübeck;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1003;Lübeck;voll.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;3;3;0;0;0;6;3;3
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1003;Lübeck;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;4;0;4
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;1003;Lübeck;insg.;11;3;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;3;5;2;0;2;10;3;7
Handtaschenraub;1003;Lübeck;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;1003;Lübeck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;1003;Lübeck;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1003;Lübeck;voll.;66;57;9;0;0;0;3;2;1;3;2;1;11;10;1;5;5;0;45;39;6;2;1;1;47;40;7
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1003;Lübeck;vers.;18;11;7;0;0;0;5;4;1;5;4;1;3;2;1;1;1;0;6;3;3;3;1;2;9;4;5
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;1003;Lübeck;insg.;84;68;16;0;0;0;8;6;2;8;6;2;14;12;2;6;6;0;51;42;9;5;2;3;56;44;12
Raubüberfälle in Wohnungen;1003;Lübeck;voll.;9;8;1;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;5;5;0;1;0;1;6;5;1
Raubüberfälle in Wohnungen;1003;Lübeck;vers.;8;7;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;4;4;0;1;1;0;5;5;0
Raubüberfälle in Wohnungen;1003;Lübeck;insg.;17;15;2;0;0;0;0;0;0;0;0;0;1;1;0;5;4;1;9;9;0;2;1;1;11;10;1
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1003;Lübeck;voll.;635;483;152;2;2;0;26;19;7;28;21;7;64;41;23;66;50;16;439;341;98;38;30;8;477;371;106
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1003;Lübeck;vers.;124;82;42;1;1;0;5;3;2;6;4;2;14;12;2;7;6;1;89;56;33;8;4;4;97;60;37
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;1003;Lübeck;insg.;759;565;194;3;3;0;31;22;9;34;25;9;78;53;25;73;56;17;528;397;131;46;34;12;574;431;143
Vorsätzliche einfache Körperverletzung § 223 StGB;1003;Lübeck;voll.;2015;1232;783;19;16;3;111;69;42;130;85;45;133;76;57;159;99;60;1428;874;554;165;98;67;1593;972;621
Vorsätzliche einfache Körperverletzung § 223 StGB;1003;Lübeck;vers.;167;124;43;0;0;0;6;3;3;6;3;3;14;10;4;4;3;1;128;95;33;15;13;2;143;108;35
Vorsätzliche einfache Körperverletzung § 223 StGB;1003;Lübeck;insg.;2182;1356;826;19;16;3;117;72;45;136;88;48;147;86;61;163;102;61;1556;969;587;180;111;69;1736;108;656
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1003;Lübeck;voll.;646;482;164;0;0;0;0;0;0;0;0;0;0;0;0;7;2;5;631;472;159;8;8;0;639;480;159
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1003;Lübeck;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;1003;Lübeck;insg.;646;482;164;0;0;0;0;0;0;0;0;0;0;0;0;7;2;5;631;472;159;8;8;0;639;480;159
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;1003;Lübeck;voll.;351;259;92;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;341;253;88;5;5;0;346;258;88
