Straftat;Gemeindeschluessel;Stadt/Landkreis;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5914;Hagen;voll.;165;132;33;0;0;0;9;9;0;9;9;0;14;14;0;13;12;1;110;87;23;19;10;9;129;97;32
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5914;Hagen;vers.;31;23;8;0;0;0;2;1;1;2;1;1;2;2;0;0;0;0;25;19;6;2;1;1;27;20;7
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5914;Hagen;insg.;196;155;41;0;0;0;11;10;1;11;10;1;16;16;0;13;12;1;135;106;29;21;11;10;156;117;39
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5914;Hagen;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5914;Hagen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5914;Hagen;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5914;Hagen;voll.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;1;1;0;4;3;1
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5914;Hagen;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5914;Hagen;insg.;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;1;1;0;5;4;1
Handtaschenraub;5914;Hagen;voll.;9;1;8;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;3;0;3;4;0;4;7;0;7
Handtaschenraub;5914;Hagen;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;5914;Hagen;insg.;10;1;9;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;0;4;4;0;4;8;0;8
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5914;Hagen;voll.;69;67;2;0;0;0;5;5;0;5;5;0;10;10;0;6;6;0;42;40;2;6;6;0;48;46;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5914;Hagen;vers.;12;8;4;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;9;7;2;1;0;1;10;7;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5914;Hagen;insg.;81;75;6;0;0;0;7;6;1;7;6;1;10;10;0;6;6;0;51;47;4;7;6;1;58;53;5
Raubüberfälle in Wohnungen;5914;Hagen;voll.;14;10;4;0;0;0;2;2;0;2;2;0;1;1;0;0;0;0;7;5;2;4;2;2;11;7;4
Raubüberfälle in Wohnungen;5914;Hagen;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;3;2;1
Raubüberfälle in Wohnungen;5914;Hagen;insg.;17;12;5;0;0;0;2;2;0;2;2;0;1;1;0;0;0;0;9;6;3;5;3;2;14;9;5
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5914;Hagen;voll.;580;411;169;2;1;1;76;62;14;78;63;15;78;51;27;51;30;21;347;250;97;26;17;9;373;267;106
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5914;Hagen;vers.;80;61;19;0;0;0;6;5;1;6;5;1;3;1;2;3;2;1;62;48;14;6;5;1;68;53;15
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5914;Hagen;insg.;660;472;188;2;1;1;82;67;15;84;68;16;81;52;29;54;32;22;409;298;111;32;22;10;441;320;121
Vorsätzliche einfache Körperverletzung § 223 StGB;5914;Hagen;voll.;1500;803;697;17;8;9;128;81;47;145;89;56;143;71;72;105;59;46;1014;533;481;93;51;42;1107;584;523
Vorsätzliche einfache Körperverletzung § 223 StGB;5914;Hagen;vers.;140;94;46;0;0;0;10;9;1;10;9;1;10;6;4;9;8;1;93;56;37;18;15;3;111;71;40
Vorsätzliche einfache Körperverletzung § 223 StGB;5914;Hagen;insg.;1640;897;743;17;8;9;138;90;48;155;98;57;153;77;76;114;67;47;1107;589;518;111;66;45;1218;655;563
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5914;Hagen;voll.;467;344;123;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;449;328;121;9;9;0;458;337;121
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5914;Hagen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5914;Hagen;insg.;467;344;123;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;449;328;121;9;9;0;458;337;121
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5914;Hagen;voll.;322;235;87;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;307;222;85;6;6;0;313;228;85
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5914;Hagen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5914;Hagen;insg.;322;235;87;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;307;222;85;6;6;0;313;228;85
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5914;Hagen;voll.;145;109;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;106;36;3;3;0;145;109;36
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5914;Hagen;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5914;Hagen;insg.;145;109;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;106;36;3;3;0;145;109;36
Gewaltkriminalität;5914;Hagen;voll.;791;549;242;2;1;1;85;71;14;87;72;15;103;65;38;69;43;26;487;342;145;45;27;18;532;369;163
Gewaltkriminalität;5914;Hagen;vers.;123;92;31;0;0;0;8;6;2;8;6;2;6;3;3;3;2;1;97;74;23;9;7;2;106;81;25
Gewaltkriminalität;5914;Hagen;insg.;914;641;273;2;1;1;93;77;16;95;78;17;109;68;41;72;45;27;584;416;168;54;34;20;638;450;188
Mord Totschlag und Tötung auf Verlangen;5914;Hagen;voll.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0
Mord Totschlag und Tötung auf Verlangen;5914;Hagen;vers.;11;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;3;1;1;0;11;8;3
Mord Totschlag und Tötung auf Verlangen;5914;Hagen;insg.;14;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;3;1;1;0;14;11;3
Straftaten insgesamt;5915;Hamm;voll.;3674;2197;1477;35;21;14;297;188;109;332;209;123;339;194;145;231;121;110;2527;1528;999;245;145;100;2772;1673;1099
Straftaten insgesamt;5915;Hamm;vers.;270;170;100;2;1;1;17;11;6;19;12;7;23;12;11;17;11;6;183;120;63;28;15;13;211;135;76
Straftaten insgesamt;5915;Hamm;insg.;3944;2367;1577;37;22;15;314;199;115;351;221;130;362;206;156;248;132;116;2710;1648;1062;273;160;113;2983;1808;1175
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5915;Hamm;voll.;41;3;38;2;2;0;1;0;1;3;2;1;8;0;8;6;1;5;23;0;23;1;0;1;24;0;24
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5915;Hamm;vers.;6;0;6;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3;0;0;0;3;0;3
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5915;Hamm;insg.;47;3;44;2;2;0;1;0;1;3;2;1;10;0;10;7;1;6;26;0;26;1;0;1;27;0;27
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5915;Hamm;voll.;192;145;47;0;0;0;11;10;1;11;10;1;22;20;2;8;6;2;134;100;34;17;9;8;151;109;42
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5915;Hamm;vers.;35;27;8;0;0;0;2;2;0;2;2;0;2;2;0;6;5;1;20;16;4;5;2;3;25;18;7
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5915;Hamm;insg.;227;172;55;0;0;0;13;12;1;13;12;1;24;22;2;14;11;3;154;116;38;22;11;11;176;127;49
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5915;Hamm;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5915;Hamm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5915;Hamm;insg.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5915;Hamm;voll.;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;7;5;2;0;0;0;7;5;2
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5915;Hamm;vers.;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;3;2;1
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5915;Hamm;insg.;11;7;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;6;3;1;1;0;10;7;3
Handtaschenraub;5915;Hamm;voll.;7;1;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;3;3;0;3;6;0;6
Handtaschenraub;5915;Hamm;vers.;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;5915;Hamm;insg.;8;2;6;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;3;0;3;3;0;3;6;0;6
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5915;Hamm;voll.;59;53;6;0;0;0;4;4;0;4;4;0;15;13;2;3;2;1;34;31;3;3;3;0;37;34;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5915;Hamm;vers.;12;9;3;0;0;0;1;1;0;1;1;0;2;2;0;5;4;1;2;2;0;2;0;2;4;2;2
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5915;Hamm;insg.;71;62;9;0;0;0;5;5;0;5;5;0;17;15;2;8;6;2;36;33;3;5;3;2;41;36;5
Raubüberfälle in Wohnungen;5915;Hamm;voll.;14;10;4;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;8;7;1;4;1;3;12;8;4
Raubüberfälle in Wohnungen;5915;Hamm;vers.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;3;1;2
Raubüberfälle in Wohnungen;5915;Hamm;insg.;17;11;6;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;10;7;3;5;2;3;15;9;6
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5915;Hamm;voll.;528;380;148;3;0;3;38;25;13;41;25;16;62;41;21;47;35;12;349;262;87;29;17;12;378;279;99
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5915;Hamm;vers.;80;49;31;1;0;1;7;4;3;8;4;4;8;4;4;6;4;2;51;33;18;7;4;3;58;37;21
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5915;Hamm;insg.;608;429;179;4;0;4;45;29;16;49;29;20;70;45;25;53;39;14;400;295;105;36;21;15;436;316;120
Vorsätzliche einfache Körperverletzung § 223 StGB;5915;Hamm;voll.;1256;697;559;9;5;4;85;56;29;94;61;33;128;80;48;84;49;35;857;454;403;93;53;40;950;507;443
Vorsätzliche einfache Körperverletzung § 223 StGB;5915;Hamm;vers.;128;85;43;1;1;0;5;5;0;6;6;0;7;5;2;4;2;2;99;65;34;12;7;5;111;72;39
Vorsätzliche einfache Körperverletzung § 223 StGB;5915;Hamm;insg.;1384;782;602;10;6;4;90;61;29;100;67;33;135;85;50;88;51;37;956;519;437;105;60;45;1061;579;482
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5915;Hamm;voll.;379;296;83;0;0;0;0;0;0;0;0;0;1;1;0;6;3;3;370;290;80;2;2;0;372;292;80
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5915;Hamm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5915;Hamm;insg.;379;296;83;0;0;0;0;0;0;0;0;0;1;1;0;6;3;3;370;290;80;2;2;0;372;292;80
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5915;Hamm;voll.;263;206;57;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;257;200;57;2;2;0;259;202;57
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5915;Hamm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5915;Hamm;insg.;263;206;57;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;257;200;57;2;2;0;259;202;57
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5915;Hamm;voll.;116;90;26;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;113;90;23;0;0;0;113;90;23
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5915;Hamm;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5915;Hamm;insg.;116;90;26;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;113;90;23;0;0;0;113;90;23
Gewaltkriminalität;5915;Hamm;voll.;762;528;234;5;2;3;50;35;15;55;37;18;92;61;31;61;42;19;506;362;144;48;26;22;554;388;166
Gewaltkriminalität;5915;Hamm;vers.;128;79;49;1;0;1;9;6;3;10;6;4;12;6;6;13;9;4;78;51;27;15;7;8;93;58;35
Gewaltkriminalität;5915;Hamm;insg.;890;607;283;6;2;4;59;41;18;65;43;22;104;67;37;74;51;23;584;413;171;63;33;30;647;446;201
Mord Totschlag und Tötung auf Verlangen;5915;Hamm;voll.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
Mord Totschlag und Tötung auf Verlangen;5915;Hamm;vers.;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;3;1;2;7;3;4
Mord Totschlag und Tötung auf Verlangen;5915;Hamm;insg.;8;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;4;1;3;8;3;5
Straftaten insgesamt;5916;Herne;voll.;3266;1787;1479;32;23;9;260;132;128;292;155;137;270;152;118;230;116;114;2268;1247;1021;206;117;89;2474;1364;1110
Straftaten insgesamt;5916;Herne;vers.;219;148;71;4;2;2;13;8;5;17;10;7;17;13;4;13;9;4;161;107;54;11;9;2;172;116;56
Straftaten insgesamt;5916;Herne;insg.;3485;1935;1550;36;25;11;273;140;133;309;165;144;287;165;122;243;125;118;2429;1354;1075;217;126;91;2646;1480;1166
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5916;Herne;voll.;30;3;27;1;1;0;1;0;1;2;1;1;8;2;6;5;0;5;12;0;12;3;0;3;15;0;15
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5916;Herne;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4;0;4
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5916;Herne;insg.;34;3;31;1;1;0;1;0;1;2;1;1;8;2;6;5;0;5;16;0;16;3;0;3;19;0;19
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5916;Herne;voll.;115;84;31;1;1;0;7;7;0;8;8;0;14;11;3;9;7;2;73;51;22;11;7;4;84;58;26
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5916;Herne;vers.;27;18;9;0;0;0;4;3;1;4;3;1;2;2;0;3;3;0;17;10;7;1;0;1;18;10;8
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5916;Herne;insg.;142;102;40;1;1;0;11;10;1;12;11;1;16;13;3;12;10;2;90;61;29;12;7;5;102;68;34
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5916;Herne;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5916;Herne;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5916;Herne;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5916;Herne;voll.;8;4;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;3;3;1;1;0;7;4;3
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5916;Herne;vers.;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;3;1;2
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5916;Herne;insg.;11;5;6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;9;4;5;1;1;0;10;5;5
Handtaschenraub;5916;Herne;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2
Handtaschenraub;5916;Herne;vers.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2
Handtaschenraub;5916;Herne;insg.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;4;0;4
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5916;Herne;voll.;46;40;6;0;0;0;4;4;0;4;4;0;4;4;0;9;7;2;26;23;3;3;2;1;29;25;4
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5916;Herne;vers.;12;10;2;0;0;0;4;3;1;4;3;1;1;1;0;1;1;0;6;5;1;0;0;0;6;5;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5916;Herne;insg.;58;50;8;0;0;0;8;7;1;8;7;1;5;5;0;10;8;2;32;28;4;3;2;1;35;30;5
Raubüberfälle in Wohnungen;5916;Herne;voll.;12;7;5;1;1;0;1;1;0;2;2;0;0;0;0;0;0;0;6;3;3;4;2;2;10;5;5
Raubüberfälle in Wohnungen;5916;Herne;vers.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;5916;Herne;insg.;13;8;5;1;1;0;1;1;0;2;2;0;0;0;0;1;1;0;6;3;3;4;2;2;10;5;5
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5916;Herne;voll.;404;274;130;1;1;0;26;12;14;27;13;14;60;37;23;35;26;9;262;188;74;20;10;10;282;198;84
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5916;Herne;vers.;61;50;11;0;0;0;2;2;0;2;2;0;3;3;0;1;1;0;49;38;11;6;6;0;55;44;11
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5916;Herne;insg.;465;324;141;1;1;0;28;14;14;29;15;14;63;40;23;36;27;9;311;226;85;26;16;10;337;242;95
Vorsätzliche einfache Körperverletzung § 223 StGB;5916;Herne;voll.;1178;631;547;9;8;1;100;59;41;109;67;42;93;59;34;91;46;45;793;403;390;92;56;36;885;459;426
Vorsätzliche einfache Körperverletzung § 223 StGB;5916;Herne;vers.;92;60;32;2;1;1;3;1;2;5;2;3;10;6;4;6;3;3;67;46;21;4;3;1;71;49;22
Vorsätzliche einfache Körperverletzung § 223 StGB;5916;Herne;insg.;1270;691;579;11;9;2;103;60;43;114;69;45;103;65;38;97;49;48;860;449;411;96;59;37;956;508;448
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5916;Herne;voll.;329;250;79;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;325;248;77;0;0;0;325;248;77
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5916;Herne;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5916;Herne;insg.;329;250;79;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;325;248;77;0;0;0;325;248;77
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5916;Herne;voll.;194;149;45;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;191;147;44;0;0;0;191;147;44
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5916;Herne;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5916;Herne;insg.;194;149;45;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;191;147;44;0;0;0;191;147;44
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5916;Herne;voll.;135;101;34;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;134;101;33;0;0;0;134;101;33
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5916;Herne;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5916;Herne;insg.;135;101;34;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;134;101;33;0;0;0;134;101;33
Gewaltkriminalität;5916;Herne;voll.;549;361;188;3;3;0;34;19;15;37;22;15;82;50;32;49;33;16;347;239;108;34;17;17;381;256;125
Gewaltkriminalität;5916;Herne;vers.;98;73;25;0;0;0;6;5;1;6;5;1;5;5;0;4;4;0;76;53;23;7;6;1;83;59;24
Gewaltkriminalität;5916;Herne;insg.;647;434;213;3;3;0;40;24;16;43;27;16;87;55;32;53;37;16;423;292;131;41;23;18;464;315;149
Mord Totschlag und Tötung auf Verlangen;5916;Herne;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mord Totschlag und Tötung auf Verlangen;5916;Herne;vers.;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;0;0;0;6;5;1
Mord Totschlag und Tötung auf Verlangen;5916;Herne;insg.;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;0;0;0;6;5;1
Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;voll.;4389;2339;2050;38;22;16;421;243;178;459;265;194;428;205;223;243;146;97;2857;1531;1326;402;192;210;3259;1723;1536
Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;vers.;309;174;135;5;5;0;30;15;15;35;20;15;24;15;9;15;9;6;199;112;87;36;18;18;235;130;105
Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;insg.;4698;2513;2185;43;27;16;451;258;193;494;285;209;452;220;232;258;155;103;3056;1643;1413;438;210;228;3494;1853;1641
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5954;Ennepe-Ruhr-Kreis;voll.;56;0;56;0;0;0;0;0;0;0;0;0;13;0;13;6;0;6;23;0;23;14;0;14;37;0;37
